order_id,product,supplier,destination,order_date,expected_delivery,actual_delivery,lead_time,shipping_mode,quantity,inventory,demand,shipping_cost
ORD-1213,Microchips,HeavyParts Co,Houston,2023-05-21,2023-06-01,2023-06-01,11,Air Freight,287,94,67,3488
ORD-1214,Industrial Motors,HeavyParts Co,New York,2023-04-27,2023-05-22,2023-05-26,25,Sea Shipping,313,40,198,4759
ORD-1215,Industrial Motors,WiredTech,Chicago,2023-01-25,2023-02-18,2023-02-17,24,Air Freight,228,191,269,4743
ORD-1216,Copper Wire,TechSupply Inc,Chicago,2023-03-20,2023-03-28,2023-03-27,8,Standard Freight,258,152,276,694
ORD-1217,Copper Wire,TechSupply Inc,Los Angeles,2023-03-09,2023-03-27,2023-03-31,18,Standard Freight,122,106,263,1162
ORD-1218,Steel Beams,TechSupply Inc,Miami,2023-06-22,2023-07-16,2023-07-16,24,Sea Shipping,439,188,153,979
ORD-1219,Steel Beams,TechSupply Inc,New York,2023-01-12,2023-02-07,2023-02-07,26,Sea Shipping,156,78,200,4718
ORD-1220,Microchips,HeavyParts Co,Los Angeles,2023-10-15,2023-11-03,2023-11-02,19,Air Freight,394,108,241,1923
ORD-1221,Steel Beams,HeavyParts Co,Houston,2023-05-08,2023-06-05,2023-06-05,28,Sea Shipping,344,169,244,3208
ORD-1222,Industrial Motors,TechSupply Inc,Houston,2023-04-06,2023-04-18,2023-04-18,12,Sea Shipping,418,102,89,3675
ORD-1223,Copper Wire,WiredTech,Chicago,2023-04-02,2023-04-27,2023-05-05,25,Standard Freight,493,84,291,4314
ORD-1224,Steel Beams,GlobalMetals,Chicago,2023-05-21,2023-06-09,2023-06-09,19,Standard Freight,333,83,187,2514
ORD-1225,Steel Beams,GlobalMetals,Houston,2023-01-31,2023-02-26,2023-03-09,26,Air Freight,402,90,138,4289
ORD-1226,Microchips,WiredTech,Chicago,2023-01-20,2023-02-13,2023-02-12,24,Sea Shipping,231,23,229,2943
ORD-1227,Microchips,TechSupply Inc,New York,2023-05-26,2023-06-13,2023-06-19,18,Sea Shipping,86,162,290,1411
ORD-1228,Industrial Motors,HeavyParts Co,Chicago,2023-06-09,2023-06-22,2023-06-22,13,Standard Freight,186,123,249,3713
ORD-1229,Copper Wire,GlobalMetals,Miami,2023-02-12,2023-02-24,2023-02-23,12,Sea Shipping,387,169,296,2864
ORD-1230,Microchips,PolyMakers,Chicago,2023-09-11,2023-10-02,2023-10-07,21,Standard Freight,105,194,252,4129
ORD-1231,Steel Beams,PolyMakers,Los Angeles,2023-05-10,2023-05-16,2023-05-16,6,Air Freight,236,112,110,3972
ORD-1232,Copper Wire,WiredTech,New York,2023-03-01,2023-03-30,2023-03-29,29,Standard Freight,390,193,241,1180
ORD-1233,Copper Wire,TechSupply Inc,Los Angeles,2023-05-31,2023-06-28,2023-06-27,28,Sea Shipping,307,161,54,1109
ORD-1234,Steel Beams,GlobalMetals,Los Angeles,2023-10-14,2023-10-21,2023-10-21,7,Air Freight,494,197,171,2656
ORD-1235,Microchips,TechSupply Inc,Miami,2023-01-05,2023-01-17,2023-01-16,12,Standard Freight,107,167,286,4366
ORD-1236,Steel Beams,GlobalMetals,New York,2023-09-23,2023-10-09,2023-10-08,16,Standard Freight,412,197,230,871
ORD-1237,Copper Wire,WiredTech,New York,2023-05-10,2023-05-15,2023-05-29,5,Air Freight,172,131,104,1115
ORD-1238,Plastic Resins,WiredTech,New York,2023-09-24,2023-10-08,2023-10-22,14,Air Freight,237,180,86,2753
ORD-1239,Plastic Resins,PolyMakers,New York,2023-06-27,2023-07-21,2023-07-20,24,Standard Freight,279,138,105,4638
ORD-1240,Industrial Motors,TechSupply Inc,New York,2023-09-10,2023-09-17,2023-09-17,7,Sea Shipping,217,78,236,1364
ORD-1241,Steel Beams,PolyMakers,Miami,2023-02-25,2023-03-07,2023-03-06,10,Standard Freight,469,62,286,1768
ORD-1242,Steel Beams,TechSupply Inc,Chicago,2023-03-24,2023-04-04,2023-04-04,11,Air Freight,163,31,151,1284
ORD-1243,Industrial Motors,PolyMakers,Los Angeles,2023-04-09,2023-05-03,2023-05-02,24,Standard Freight,301,59,142,4678
ORD-1244,Industrial Motors,HeavyParts Co,New York,2023-05-29,2023-06-25,2023-06-25,27,Air Freight,156,137,246,2737
ORD-1245,Industrial Motors,HeavyParts Co,Chicago,2023-06-05,2023-07-04,2023-07-03,29,Air Freight,86,39,122,4554
ORD-1246,Copper Wire,HeavyParts Co,Chicago,2023-07-09,2023-07-31,2023-07-30,22,Sea Shipping,384,185,108,1435
ORD-1247,Steel Beams,HeavyParts Co,Los Angeles,2023-09-20,2023-10-05,2023-10-04,15,Air Freight,141,150,289,4480
ORD-1248,Copper Wire,GlobalMetals,Miami,2023-03-21,2023-04-13,2023-04-13,23,Air Freight,67,175,51,2838
ORD-1249,Industrial Motors,HeavyParts Co,Houston,2023-09-09,2023-09-18,2023-09-18,9,Sea Shipping,403,109,242,825
ORD-1250,Steel Beams,WiredTech,Houston,2023-04-07,2023-04-30,2023-04-29,23,Air Freight,112,113,153,2034
ORD-1251,Copper Wire,WiredTech,Chicago,2023-09-17,2023-10-02,2023-10-13,15,Sea Shipping,199,32,237,3980
ORD-1252,Copper Wire,GlobalMetals,Los Angeles,2023-09-17,2023-10-15,2023-10-19,28,Sea Shipping,188,85,100,4361
ORD-1253,Industrial Motors,HeavyParts Co,Houston,2023-04-13,2023-04-29,2023-04-29,16,Air Freight,235,56,79,2485
ORD-1254,Steel Beams,HeavyParts Co,Chicago,2023-02-09,2023-02-23,2023-02-23,14,Air Freight,234,196,60,3278
ORD-1255,Industrial Motors,HeavyParts Co,Miami,2023-09-30,2023-10-12,2023-10-12,12,Standard Freight,254,85,269,1770
ORD-1256,Steel Beams,PolyMakers,Houston,2023-04-11,2023-05-09,2023-05-09,28,Sea Shipping,309,55,157,1140
ORD-1257,Plastic Resins,TechSupply Inc,Chicago,2023-08-09,2023-08-22,2023-08-31,13,Standard Freight,263,45,125,4578
ORD-1258,Microchips,PolyMakers,Chicago,2023-05-04,2023-05-12,2023-05-12,8,Air Freight,305,94,216,1867
ORD-1259,Microchips,TechSupply Inc,New York,2023-08-19,2023-08-28,2023-08-27,9,Standard Freight,184,127,139,4542
ORD-1260,Microchips,HeavyParts Co,Miami,2023-06-27,2023-07-22,2023-07-22,25,Sea Shipping,110,187,254,3075
ORD-1261,Industrial Motors,HeavyParts Co,New York,2023-03-04,2023-03-16,2023-03-16,12,Standard Freight,412,62,172,4103
ORD-1262,Plastic Resins,PolyMakers,Los Angeles,2023-04-26,2023-05-23,2023-05-22,27,Sea Shipping,359,169,249,2081
ORD-1263,Steel Beams,PolyMakers,New York,2023-07-10,2023-07-23,2023-07-26,13,Air Freight,137,167,240,2486
ORD-1264,Copper Wire,TechSupply Inc,New York,2023-03-03,2023-03-22,2023-03-22,19,Air Freight,373,27,241,2740
ORD-1265,Steel Beams,WiredTech,Houston,2023-09-13,2023-10-02,2023-10-01,19,Sea Shipping,256,48,238,4466
ORD-1266,Copper Wire,TechSupply Inc,Chicago,2023-01-07,2023-01-27,2023-01-26,20,Air Freight,178,59,174,2605
ORD-1267,Steel Beams,PolyMakers,Miami,2023-06-04,2023-06-22,2023-06-21,18,Air Freight,360,177,231,628
ORD-1268,Plastic Resins,PolyMakers,New York,2023-04-02,2023-04-14,2023-04-19,12,Air Freight,52,147,269,4496
ORD-1269,Copper Wire,GlobalMetals,Miami,2023-01-14,2023-02-05,2023-02-09,22,Air Freight,471,103,171,1351
ORD-1270,Industrial Motors,PolyMakers,New York,2023-08-17,2023-08-31,2023-08-30,14,Sea Shipping,291,135,143,4603
ORD-1271,Steel Beams,GlobalMetals,Los Angeles,2023-03-27,2023-04-20,2023-04-20,24,Standard Freight,170,163,250,2576
ORD-1272,Steel Beams,WiredTech,New York,2023-05-13,2023-05-23,2023-05-25,10,Standard Freight,434,193,152,3494
ORD-1273,Copper Wire,TechSupply Inc,Houston,2023-07-02,2023-07-18,2023-07-26,16,Air Freight,151,81,272,4244
ORD-1274,Industrial Motors,TechSupply Inc,Chicago,2023-03-03,2023-03-09,2023-03-09,6,Standard Freight,87,26,235,3256
ORD-1275,Industrial Motors,GlobalMetals,Los Angeles,2023-08-07,2023-08-18,2023-08-27,11,Standard Freight,390,64,262,2144
ORD-1276,Plastic Resins,TechSupply Inc,New York,2023-09-03,2023-09-23,2023-09-22,20,Air Freight,462,195,233,4871
ORD-1277,Industrial Motors,PolyMakers,Miami,2023-08-18,2023-08-25,2023-08-25,7,Air Freight,182,174,288,3644
ORD-1278,Industrial Motors,HeavyParts Co,Los Angeles,2023-03-20,2023-04-06,2023-04-06,17,Standard Freight,251,107,211,742
ORD-1279,Industrial Motors,GlobalMetals,Los Angeles,2023-05-29,2023-06-05,2023-06-11,7,Sea Shipping,397,92,296,4585
ORD-1280,Microchips,TechSupply Inc,New York,2023-05-18,2023-06-09,2023-06-15,22,Air Freight,70,182,80,670
ORD-1281,Plastic Resins,GlobalMetals,Los Angeles,2023-03-06,2023-03-21,2023-03-20,15,Sea Shipping,291,198,101,1152
ORD-1282,Steel Beams,GlobalMetals,Miami,2023-01-13,2023-01-25,2023-01-25,12,Standard Freight,158,56,138,4012
ORD-1283,Copper Wire,HeavyParts Co,Los Angeles,2023-08-01,2023-08-11,2023-08-11,10,Air Freight,352,138,125,1999
ORD-1284,Steel Beams,PolyMakers,Miami,2023-08-30,2023-09-04,2023-09-18,5,Sea Shipping,133,76,178,2599
ORD-1285,Plastic Resins,GlobalMetals,New York,2023-08-01,2023-08-06,2023-08-06,5,Air Freight,132,27,232,2658
ORD-1286,Copper Wire,TechSupply Inc,Chicago,2023-06-30,2023-07-27,2023-07-26,27,Standard Freight,340,114,71,2472
ORD-1287,Plastic Resins,WiredTech,Los Angeles,2023-06-22,2023-07-04,2023-07-03,12,Sea Shipping,118,136,89,4425
ORD-1288,Industrial Motors,GlobalMetals,Chicago,2023-06-09,2023-06-18,2023-06-17,9,Standard Freight,178,129,150,2758
ORD-1289,Copper Wire,GlobalMetals,Miami,2023-06-13,2023-07-03,2023-07-03,20,Standard Freight,245,39,160,4539
ORD-1290,Industrial Motors,HeavyParts Co,Los Angeles,2023-07-07,2023-07-22,2023-07-22,15,Air Freight,189,143,178,2535
ORD-1291,Steel Beams,PolyMakers,Houston,2023-07-10,2023-07-19,2023-07-30,9,Sea Shipping,493,72,114,3771
ORD-1292,Steel Beams,WiredTech,Chicago,2023-09-13,2023-09-21,2023-09-20,8,Standard Freight,332,138,298,1357
ORD-1293,Copper Wire,TechSupply Inc,Los Angeles,2023-07-02,2023-07-12,2023-07-20,10,Standard Freight,361,31,240,4323
ORD-1294,Copper Wire,WiredTech,Chicago,2023-04-27,2023-05-15,2023-05-15,18,Sea Shipping,283,196,283,1549
ORD-1295,Plastic Resins,TechSupply Inc,Los Angeles,2023-10-09,2023-11-04,2023-11-03,26,Standard Freight,72,36,231,4490
ORD-1296,Plastic Resins,PolyMakers,New York,2023-07-15,2023-08-07,2023-08-13,23,Standard Freight,202,83,219,798
ORD-1297,Industrial Motors,TechSupply Inc,Chicago,2023-02-03,2023-02-16,2023-02-16,13,Sea Shipping,326,61,198,1423
ORD-1298,Copper Wire,HeavyParts Co,Houston,2023-02-21,2023-03-09,2023-03-14,16,Sea Shipping,110,113,128,4732
ORD-1299,Steel Beams,HeavyParts Co,Houston,2023-04-22,2023-05-07,2023-05-07,15,Sea Shipping,368,176,258,4806
ORD-1300,Plastic Resins,HeavyParts Co,Miami,2023-09-09,2023-09-27,2023-09-26,18,Sea Shipping,427,166,71,3299
ORD-1301,Plastic Resins,HeavyParts Co,Los Angeles,2023-03-23,2023-04-19,2023-04-23,27,Air Freight,101,30,215,4562
ORD-1302,Steel Beams,WiredTech,Chicago,2023-08-20,2023-09-09,2023-09-08,20,Sea Shipping,393,117,148,4545
ORD-1303,Plastic Resins,PolyMakers,Miami,2023-08-15,2023-08-20,2023-08-20,5,Air Freight,202,197,286,2302
ORD-1304,Industrial Motors,TechSupply Inc,Chicago,2023-08-21,2023-09-07,2023-09-12,17,Air Freight,286,90,257,3213
ORD-1305,Copper Wire,TechSupply Inc,Los Angeles,2023-08-09,2023-09-05,2023-09-18,27,Air Freight,360,127,57,3353
ORD-1306,Steel Beams,HeavyParts Co,Houston,2023-02-11,2023-03-08,2023-03-07,25,Standard Freight,351,77,239,3157
ORD-1307,Copper Wire,HeavyParts Co,New York,2023-01-21,2023-02-15,2023-02-14,25,Air Freight,81,53,224,3846
ORD-1308,Plastic Resins,GlobalMetals,Houston,2023-02-11,2023-02-28,2023-02-28,17,Air Freight,104,39,66,1971
ORD-1309,Plastic Resins,PolyMakers,Miami,2023-04-23,2023-04-29,2023-05-04,6,Standard Freight,401,69,66,3449
ORD-1310,Steel Beams,WiredTech,New York,2023-04-15,2023-04-23,2023-05-03,8,Standard Freight,438,121,295,1441
ORD-1311,Industrial Motors,TechSupply Inc,Miami,2023-07-11,2023-07-21,2023-07-21,10,Standard Freight,85,157,139,2407
ORD-1312,Microchips,GlobalMetals,Los Angeles,2023-01-17,2023-02-13,2023-02-27,27,Sea Shipping,159,179,190,1743
ORD-1313,Steel Beams,GlobalMetals,New York,2023-04-30,2023-05-09,2023-05-17,9,Standard Freight,226,71,194,4923
ORD-1314,Microchips,TechSupply Inc,Miami,2023-05-09,2023-06-07,2023-06-18,29,Standard Freight,411,34,215,1966
ORD-1315,Microchips,WiredTech,Los Angeles,2023-05-10,2023-05-17,2023-05-16,7,Air Freight,363,103,130,4457
ORD-1316,Industrial Motors,GlobalMetals,Houston,2023-03-01,2023-03-06,2023-03-05,5,Standard Freight,344,150,289,2466
ORD-1317,Microchips,GlobalMetals,Los Angeles,2023-02-17,2023-02-25,2023-02-24,8,Sea Shipping,385,56,127,875
ORD-1318,Microchips,PolyMakers,Chicago,2023-01-29,2023-02-27,2023-02-27,29,Standard Freight,146,145,222,762
ORD-1319,Industrial Motors,WiredTech,Los Angeles,2023-04-07,2023-05-01,2023-05-01,24,Sea Shipping,418,59,55,4862
ORD-1320,Microchips,GlobalMetals,Los Angeles,2023-01-10,2023-01-16,2023-01-15,6,Standard Freight,262,91,212,3888
ORD-1321,Microchips,WiredTech,Chicago,2023-08-30,2023-09-08,2023-09-20,9,Standard Freight,366,59,159,3895
ORD-1322,Microchips,TechSupply Inc,Miami,2023-08-20,2023-08-27,2023-08-27,7,Standard Freight,186,75,63,2444
ORD-1323,Steel Beams,HeavyParts Co,Miami,2023-10-04,2023-10-17,2023-10-16,13,Standard Freight,55,170,288,2393
ORD-1324,Steel Beams,GlobalMetals,Los Angeles,2023-10-11,2023-11-04,2023-11-04,24,Sea Shipping,158,123,121,4134
ORD-1325,Steel Beams,PolyMakers,Chicago,2023-07-22,2023-08-01,2023-07-31,10,Sea Shipping,84,158,238,2152
ORD-1326,Industrial Motors,TechSupply Inc,Chicago,2023-09-04,2023-09-26,2023-09-25,22,Air Freight,88,129,192,4641
ORD-1327,Plastic Resins,WiredTech,Houston,2023-10-17,2023-10-27,2023-11-08,10,Sea Shipping,199,155,103,4392
ORD-1328,Microchips,TechSupply Inc,Miami,2023-09-21,2023-10-14,2023-10-14,23,Standard Freight,474,112,76,1099
ORD-1329,Microchips,GlobalMetals,New York,2023-08-02,2023-08-18,2023-08-17,16,Air Freight,167,113,62,2412
ORD-1330,Industrial Motors,WiredTech,Miami,2023-07-19,2023-08-17,2023-08-16,29,Air Freight,310,75,290,1792
ORD-1331,Microchips,HeavyParts Co,Miami,2023-03-20,2023-04-04,2023-04-04,15,Air Freight,475,79,208,1100
ORD-1332,Steel Beams,TechSupply Inc,Houston,2023-06-22,2023-06-28,2023-06-27,6,Standard Freight,136,157,294,880
ORD-1333,Plastic Resins,GlobalMetals,New York,2023-03-10,2023-03-29,2023-04-07,19,Sea Shipping,125,58,297,4713
ORD-1334,Copper Wire,PolyMakers,Houston,2023-03-28,2023-04-13,2023-04-12,16,Standard Freight,463,47,212,4137
ORD-1335,Microchips,WiredTech,New York,2023-04-11,2023-04-27,2023-05-03,16,Air Freight,362,68,109,2663
ORD-1336,Steel Beams,TechSupply Inc,Los Angeles,2023-01-08,2023-01-21,2023-01-20,13,Standard Freight,432,183,55,4855
ORD-1337,Copper Wire,TechSupply Inc,New York,2023-07-19,2023-08-13,2023-08-13,25,Standard Freight,263,144,246,1598
ORD-1338,Plastic Resins,HeavyParts Co,Houston,2023-03-28,2023-04-25,2023-04-24,28,Sea Shipping,334,32,263,865
ORD-1339,Copper Wire,HeavyParts Co,Miami,2023-02-12,2023-02-18,2023-02-18,6,Sea Shipping,288,55,107,3070
ORD-1340,Steel Beams,PolyMakers,New York,2023-04-19,2023-05-15,2023-05-14,26,Air Freight,214,120,98,3919
ORD-1341,Copper Wire,PolyMakers,New York,2023-06-01,2023-06-08,2023-06-20,7,Standard Freight,136,45,200,2976
ORD-1342,Industrial Motors,GlobalMetals,Chicago,2023-01-17,2023-02-02,2023-02-02,16,Standard Freight,190,105,266,1290
ORD-1343,Copper Wire,GlobalMetals,Miami,2023-05-13,2023-06-02,2023-06-13,20,Sea Shipping,209,23,211,4069
ORD-1344,Microchips,PolyMakers,Los Angeles,2023-05-28,2023-06-22,2023-06-21,25,Standard Freight,95,101,75,1246
ORD-1345,Microchips,PolyMakers,Houston,2023-10-04,2023-11-01,2023-11-13,28,Standard Freight,421,185,96,812
ORD-1346,Industrial Motors,WiredTech,Los Angeles,2023-08-20,2023-08-25,2023-08-28,5,Standard Freight,161,146,54,1420
ORD-1347,Steel Beams,HeavyParts Co,Miami,2023-08-16,2023-09-10,2023-09-10,25,Sea Shipping,456,107,267,1577
ORD-1348,Microchips,GlobalMetals,New York,2023-05-19,2023-05-26,2023-06-05,7,Air Freight,94,146,69,3329
ORD-1349,Plastic Resins,HeavyParts Co,New York,2023-07-30,2023-08-23,2023-08-23,24,Air Freight,450,139,183,2881
ORD-1350,Microchips,HeavyParts Co,Miami,2023-01-28,2023-02-03,2023-02-03,6,Standard Freight,296,41,247,4118
ORD-1351,Microchips,PolyMakers,New York,2023-02-20,2023-03-05,2023-03-16,13,Air Freight,153,149,108,1297
ORD-1352,Steel Beams,WiredTech,New York,2023-09-18,2023-10-11,2023-10-10,23,Sea Shipping,134,50,241,4943
ORD-1353,Copper Wire,TechSupply Inc,New York,2023-09-18,2023-10-07,2023-10-17,19,Sea Shipping,499,138,291,772
ORD-1354,Microchips,WiredTech,Houston,2023-01-08,2023-01-30,2023-02-01,22,Air Freight,183,30,195,3510
ORD-1355,Industrial Motors,WiredTech,Houston,2023-05-18,2023-06-02,2023-06-01,15,Air Freight,157,65,181,2273
ORD-1356,Copper Wire,HeavyParts Co,Chicago,2023-02-07,2023-03-08,2023-03-13,29,Standard Freight,67,115,66,3047
ORD-1357,Plastic Resins,WiredTech,Los Angeles,2023-04-21,2023-05-18,2023-05-18,27,Air Freight,143,29,298,3664
ORD-1358,Steel Beams,GlobalMetals,Miami,2023-08-08,2023-08-28,2023-09-07,20,Standard Freight,199,187,63,1446
ORD-1359,Plastic Resins,HeavyParts Co,Miami,2023-08-11,2023-09-06,2023-09-18,26,Standard Freight,295,147,255,3165
ORD-1360,Copper Wire,GlobalMetals,Miami,2023-05-16,2023-06-06,2023-06-06,21,Sea Shipping,338,171,62,1006
ORD-1361,Copper Wire,TechSupply Inc,Chicago,2023-09-13,2023-09-22,2023-09-22,9,Sea Shipping,463,118,184,743
ORD-1362,Copper Wire,HeavyParts Co,Houston,2023-02-18,2023-03-06,2023-03-13,16,Sea Shipping,258,191,177,1005
ORD-1363,Plastic Resins,TechSupply Inc,Chicago,2023-10-19,2023-11-03,2023-11-03,15,Sea Shipping,175,131,93,3658
ORD-1364,Copper Wire,HeavyParts Co,Miami,2023-03-19,2023-04-07,2023-04-09,19,Air Freight,284,79,168,4090
ORD-1365,Plastic Resins,PolyMakers,Los Angeles,2023-04-15,2023-04-22,2023-04-22,7,Sea Shipping,465,106,192,2372
ORD-1366,Copper Wire,WiredTech,New York,2023-06-18,2023-06-23,2023-06-23,5,Air Freight,475,164,68,4293
ORD-1367,Industrial Motors,PolyMakers,Houston,2023-08-05,2023-08-29,2023-08-29,24,Sea Shipping,171,84,112,1692
ORD-1368,Copper Wire,TechSupply Inc,Houston,2023-04-29,2023-05-19,2023-05-18,20,Air Freight,187,76,284,4925
ORD-1369,Plastic Resins,WiredTech,Chicago,2023-07-09,2023-07-15,2023-07-15,6,Standard Freight,164,125,288,1964
ORD-1370,Microchips,HeavyParts Co,Houston,2023-09-12,2023-09-18,2023-09-18,6,Air Freight,469,28,285,890
ORD-1371,Copper Wire,WiredTech,Miami,2023-09-23,2023-09-30,2023-09-30,7,Air Freight,211,41,212,4976
ORD-1372,Microchips,GlobalMetals,Miami,2023-05-29,2023-06-10,2023-06-09,12,Sea Shipping,250,160,130,3877
ORD-1373,Industrial Motors,WiredTech,Chicago,2023-06-13,2023-07-11,2023-07-14,28,Air Freight,283,108,212,1172
ORD-1374,Steel Beams,GlobalMetals,Miami,2023-05-20,2023-06-08,2023-06-07,19,Standard Freight,77,195,196,3060
ORD-1375,Industrial Motors,WiredTech,Los Angeles,2023-09-15,2023-09-26,2023-09-26,11,Standard Freight,60,37,197,1711
ORD-1376,Copper Wire,GlobalMetals,Chicago,2023-09-26,2023-10-06,2023-10-05,10,Sea Shipping,255,134,149,1429
ORD-1377,Microchips,TechSupply Inc,Los Angeles,2023-06-30,2023-07-13,2023-07-13,13,Standard Freight,216,187,212,2039
ORD-1378,Microchips,PolyMakers,New York,2023-06-09,2023-07-03,2023-07-03,24,Air Freight,296,164,209,1412
ORD-1379,Plastic Resins,HeavyParts Co,Los Angeles,2023-10-15,2023-10-20,2023-10-27,5,Standard Freight,96,162,171,1143
ORD-1380,Microchips,WiredTech,New York,2023-10-15,2023-10-27,2023-10-29,12,Sea Shipping,295,125,225,1001
ORD-1381,Plastic Resins,PolyMakers,New York,2023-08-14,2023-09-10,2023-09-10,27,Air Freight,176,34,93,1229
ORD-1382,Steel Beams,HeavyParts Co,Los Angeles,2023-01-11,2023-02-07,2023-02-07,27,Sea Shipping,196,82,153,1783
ORD-1383,Copper Wire,HeavyParts Co,Chicago,2023-01-10,2023-01-17,2023-01-16,7,Air Freight,167,186,201,2618
ORD-1384,Plastic Resins,GlobalMetals,Miami,2023-09-28,2023-10-06,2023-10-06,8,Standard Freight,448,32,110,4886
ORD-1385,Steel Beams,TechSupply Inc,Miami,2023-09-30,2023-10-29,2023-10-29,29,Sea Shipping,431,100,174,4336
ORD-1386,Microchips,TechSupply Inc,New York,2023-07-02,2023-07-21,2023-07-20,19,Sea Shipping,461,51,194,1419
ORD-1387,Microchips,PolyMakers,New York,2023-06-02,2023-06-12,2023-06-22,10,Air Freight,201,156,120,4550
ORD-1388,Steel Beams,TechSupply Inc,Chicago,2023-05-04,2023-05-23,2023-05-25,19,Sea Shipping,121,59,156,2839
ORD-1389,Microchips,WiredTech,Houston,2023-04-24,2023-05-19,2023-05-18,25,Air Freight,412,167,99,1255
ORD-1390,Steel Beams,TechSupply Inc,Los Angeles,2023-10-05,2023-10-12,2023-10-12,7,Air Freight,186,101,114,2369
ORD-1391,Plastic Resins,PolyMakers,New York,2023-08-01,2023-08-30,2023-09-09,29,Air Freight,224,96,148,4972
ORD-1392,Plastic Resins,TechSupply Inc,Miami,2023-06-21,2023-07-16,2023-07-16,25,Air Freight,338,95,81,1007
ORD-1393,Steel Beams,WiredTech,Chicago,2023-10-15,2023-11-09,2023-11-09,25,Standard Freight,495,191,213,1936
ORD-1394,Plastic Resins,GlobalMetals,Los Angeles,2023-06-23,2023-07-11,2023-07-11,18,Air Freight,68,57,190,3075
ORD-1395,Plastic Resins,PolyMakers,Chicago,2023-04-23,2023-05-17,2023-05-16,24,Sea Shipping,244,90,247,3926
ORD-1396,Plastic Resins,GlobalMetals,Los Angeles,2023-05-02,2023-05-20,2023-05-19,18,Standard Freight,379,67,107,1058
ORD-1397,Industrial Motors,GlobalMetals,Los Angeles,2023-02-01,2023-02-09,2023-02-14,8,Sea Shipping,473,37,177,3602
ORD-1398,Copper Wire,GlobalMetals,New York,2023-08-10,2023-08-26,2023-08-25,16,Standard Freight,224,163,191,4122
ORD-1399,Microchips,HeavyParts Co,Chicago,2023-04-29,2023-05-20,2023-05-20,21,Air Freight,498,58,214,4899
ORD-1400,Industrial Motors,HeavyParts Co,Chicago,2023-02-08,2023-02-19,2023-02-23,11,Standard Freight,462,108,161,4557
ORD-1401,Plastic Resins,GlobalMetals,Miami,2023-09-25,2023-10-08,2023-10-08,13,Standard Freight,483,81,256,4215
ORD-1402,Steel Beams,PolyMakers,Miami,2023-08-21,2023-08-28,2023-08-28,7,Sea Shipping,403,160,288,1801
ORD-1403,Plastic Resins,WiredTech,New York,2023-01-18,2023-02-04,2023-02-04,17,Sea Shipping,190,128,117,2655
ORD-1404,Copper Wire,WiredTech,New York,2023-05-29,2023-06-17,2023-06-16,19,Air Freight,295,100,89,1192
ORD-1405,Plastic Resins,TechSupply Inc,Houston,2023-05-29,2023-06-20,2023-07-04,22,Standard Freight,434,153,236,4850
ORD-1406,Steel Beams,PolyMakers,Miami,2023-05-06,2023-05-29,2023-05-29,23,Standard Freight,467,96,257,1978
ORD-1407,Copper Wire,HeavyParts Co,Los Angeles,2023-08-26,2023-08-31,2023-08-30,5,Standard Freight,142,109,269,756
ORD-1408,Plastic Resins,GlobalMetals,Chicago,2023-05-15,2023-05-25,2023-05-25,10,Air Freight,481,33,193,2930
ORD-1409,Copper Wire,TechSupply Inc,New York,2023-05-31,2023-06-27,2023-06-29,27,Air Freight,288,114,239,941
ORD-1410,Microchips,WiredTech,Chicago,2023-08-24,2023-08-30,2023-08-30,6,Air Freight,254,73,181,2381
ORD-1411,Microchips,HeavyParts Co,Chicago,2023-08-12,2023-09-09,2023-09-08,28,Air Freight,97,151,222,3146
ORD-1412,Plastic Resins,HeavyParts Co,Houston,2023-07-22,2023-08-09,2023-08-14,18,Air Freight,482,58,139,4320
ORD-1413,Copper Wire,GlobalMetals,Miami,2023-09-13,2023-09-23,2023-09-28,10,Sea Shipping,294,91,77,2235
ORD-1414,Steel Beams,WiredTech,New York,2023-03-27,2023-04-14,2023-04-13,18,Standard Freight,369,44,145,4235
ORD-1415,Plastic Resins,PolyMakers,Chicago,2023-05-30,2023-06-07,2023-06-07,8,Standard Freight,366,96,286,3145
ORD-1416,Microchips,HeavyParts Co,New York,2023-08-23,2023-09-17,2023-09-17,25,Standard Freight,462,179,243,518
ORD-1417,Microchips,GlobalMetals,Los Angeles,2023-01-22,2023-02-03,2023-02-03,12,Standard Freight,344,185,80,1624
ORD-1418,Plastic Resins,PolyMakers,Houston,2023-10-12,2023-10-19,2023-10-18,7,Standard Freight,177,139,52,4485
ORD-1419,Copper Wire,WiredTech,Los Angeles,2023-09-26,2023-10-19,2023-10-19,23,Standard Freight,393,72,295,3154
ORD-1420,Microchips,HeavyParts Co,New York,2023-09-15,2023-10-03,2023-10-12,18,Standard Freight,331,175,185,2580
ORD-1421,Copper Wire,PolyMakers,New York,2023-01-29,2023-02-22,2023-02-21,24,Standard Freight,66,150,73,2047
ORD-1422,Microchips,PolyMakers,Miami,2023-08-01,2023-08-22,2023-09-02,21,Sea Shipping,120,169,64,1361
ORD-1423,Microchips,PolyMakers,Chicago,2023-10-10,2023-11-08,2023-11-08,29,Standard Freight,318,115,220,654
ORD-1424,Industrial Motors,HeavyParts Co,Chicago,2023-02-19,2023-03-03,2023-03-06,12,Sea Shipping,374,185,208,3994
ORD-1425,Microchips,HeavyParts Co,Los Angeles,2023-04-05,2023-05-03,2023-05-17,28,Air Freight,331,91,250,1404
